ID,Question,QuestionText,Topic,ValidResponse,BeforeNumber,BeforeResponse,AfterNumber,AfterResponse,GROUP,RACE,AGEBRACKET,EDUCATION,PARTYBEFORE,GENDER,AGE
375,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,7,Moderately favor,4,Slightly oppose,11,"White, non-Hispanic",30-44,BA or above,Independent,Male,35
376,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,4,Slightly oppose,6,Slightly favor,10,"White, non-Hispanic",60+,HS graduate or equivalent,Republican,Male,65
377,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,8,Strongly favor,9,Very strongly favor,39,Hispanic,18-29,Some college,Independent,Male,24
378,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,8,Strongly favor,9,Very strongly favor,8,"Black, non-Hispanic",18-29,BA or above,Independent,Female,23
379,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,8,Strongly favor,8,Strongly favor,2,"Black, non-Hispanic",45-59,BA or above,Independent,Male,54
380,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,0,Extremely oppose,7,Moderately favor,5,"White, non-Hispanic",45-59,Some college,Democrat,Female,46
381,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,5,In the middle,7,Moderately favor,25,"White, non-Hispanic",45-59,BA or above,Republican,Male,52
382,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,6,Slightly favor,10,Strongly favor,14,Hispanic,60+,BA or above,Independent,Male,71
383,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,5,In the middle,0,Extremely oppose,20,"White, non-Hispanic",45-59,Some college,Republican,Female,56
384,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,9,Very strongly favor,8,Strongly favor,26,"White, non-Hispanic",45-59,BA or above,Republican,Male,52
385,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,5,In the middle,9,Very strongly favor,17,"White, non-Hispanic",45-59,Some college,Independent,Female,47
386,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,5,In the middle,8,Strongly favor,17,"White, non-Hispanic",60+,BA or above,Democrat,Male,70
387,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,10,Strongly favor,7,Moderately favor,5,"White, non-Hispanic",45-59,BA or above,Democrat,Male,57
388,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,10,Strongly favor,7,Moderately favor,26,"White, non-Hispanic",18-29,BA or above,Democrat,Male,27
389,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,8,Strongly favor,7,Moderately favor,11,"White, non-Hispanic",60+,Some college,Republican,Male,60
390,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,0,Extremely oppose,8,Strongly favor,22,"White, non-Hispanic",30-44,BA or above,Republican,Male,35
391,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,10,Strongly favor,8,Strongly favor,30,"White, non-Hispanic",30-44,BA or above,Democrat,Female,41
392,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,False,10,Strongly favor,77,No opinion,26,"White, non-Hispanic",30-44,Some college,Independent,Female,42
393,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,7,Moderately favor,6,Slightly favor,11,"White, non-Hispanic",45-59,BA or above,Independent,Female,48
394,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,9,Very strongly favor,10,Strongly favor,13,"White, non-Hispanic",60+,Some college,Democrat,Female,73
395,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,0,Extremely oppose,9,Very strongly favor,3,Hispanic,30-44,Some college,Republican,Male,43
396,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,10,Strongly favor,10,Strongly favor,11,"White, non-Hispanic",30-44,BA or above,Independent,Male,38
397,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,2,Strongly oppose,2,Strongly oppose,15,"Black, non-Hispanic",45-59,BA or above,Democrat,Female,56
398,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,6,Slightly favor,10,Strongly favor,25,"White, non-Hispanic",30-44,Some college,Republican,Female,41
399,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,8,Strongly favor,10,Strongly favor,15,"White, non-Hispanic",60+,Some college,Democrat,Male,66
400,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,5,In the middle,8,Strongly favor,3,"White, non-Hispanic",45-59,BA or above,Republican,Male,58
401,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,2,Strongly oppose,3,Moderately oppose,25,"Black, non-Hispanic",30-44,Some college,Independent,Female,36
402,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,6,Slightly favor,10,Strongly favor,40,"White, non-Hispanic",18-29,BA or above,Independent,Male,27
403,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,2,Strongly oppose,0,Extremely oppose,36,"White, non-Hispanic",45-59,Some college,Independent,Male,46
404,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,7,Moderately favor,10,Strongly favor,25,"White, non-Hispanic",60+,Some college,Independent,Male,69
405,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,2,Strongly oppose,10,Strongly favor,33,"White, non-Hispanic",60+,Some college,Independent,Female,66
406,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,0,Extremely oppose,5,In the middle,6,"White, non-Hispanic",30-44,Some college,Republican,Male,43
407,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,4,Slightly oppose,9,Very strongly favor,26,"White, non-Hispanic",30-44,Some college,Independent,Female,40
408,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,10,Strongly favor,10,Strongly favor,29,"White, non-Hispanic",60+,BA or above,Democrat,Female,74
409,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,5,In the middle,8,Strongly favor,28,"White, non-Hispanic",18-29,Some college,Republican,Female,23
410,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,3,Moderately oppose,3,Moderately oppose,22,"White, non-Hispanic",30-44,Some college,Independent,Female,30
411,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,False,77,No opinion,9,Very strongly favor,27,"Asian, non-Hispanic",18-29,BA or above,Independent,Male,25
412,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,5,In the middle,7,Moderately favor,17,"Black, non-Hispanic",60+,Some college,Democrat,Male,67
413,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,5,In the middle,5,In the middle,39,"White, non-Hispanic",45-59,Some college,Republican,Female,46
414,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,9,Very strongly favor,10,Strongly favor,8,"White, non-Hispanic",60+,BA or above,Independent,Male,75
415,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,10,Strongly favor,9,Very strongly favor,16,"White, non-Hispanic",60+,BA or above,Democrat,Male,71
416,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,10,Strongly favor,10,Strongly favor,6,Hispanic,18-29,Some college,Independent,Male,25
417,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,False,77,No opinion,10,Strongly favor,10,"Black, non-Hispanic",18-29,HS graduate or equivalent,Democrat,Male,21
418,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,10,Strongly favor,10,Strongly favor,13,Hispanic,60+,BA or above,Democrat,Male,70
419,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,10,Strongly favor,8,Strongly favor,26,"Asian, non-Hispanic",18-29,Some college,Independent,Female,22
420,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,False,77,No opinion,6,Slightly favor,17,"Black, non-Hispanic",18-29,Some college,Democrat,Female,23
421,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,False,77,No opinion,5,In the middle,26,"Asian, non-Hispanic",18-29,HS graduate or equivalent,Democrat,Male,22
422,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,8,Strongly favor,9,Very strongly favor,35,"White, non-Hispanic",60+,Some college,Republican,Male,65
423,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,8,Strongly favor,8,Strongly favor,16,"White, non-Hispanic",30-44,Some college,Democrat,Male,32
424,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,5,In the middle,5,In the middle,14,"White, non-Hispanic",45-59,BA or above,Republican,Female,51
425,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,6,Slightly favor,9,Very strongly favor,19,"White, non-Hispanic",18-29,Some college,Democrat,Male,23
426,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,3,Moderately oppose,7,Moderately favor,32,"Black, non-Hispanic",45-59,Some college,Democrat,Male,58
427,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,9,Very strongly favor,10,Strongly favor,15,"White, non-Hispanic",60+,BA or above,Independent,Male,72
428,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,5,In the middle,7,Moderately favor,6,"White, non-Hispanic",60+,BA or above,Republican,Female,63
429,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,10,Strongly favor,10,Strongly favor,10,"White, non-Hispanic",60+,Some college,Independent,Male,73
430,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,10,Strongly favor,10,Strongly favor,18,"Black, non-Hispanic",18-29,BA or above,Democrat,Female,26
431,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,10,Strongly favor,10,Strongly favor,2,"Black, non-Hispanic",18-29,Some college,Democrat,Male,22
432,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,0,Extremely oppose,10,Strongly favor,13,"White, non-Hispanic",45-59,Some college,Republican,Female,53
433,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,5,In the middle,4,Slightly oppose,38,"White, non-Hispanic",30-44,BA or above,Independent,Female,40
434,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,9,Very strongly favor,8,Strongly favor,15,"White, non-Hispanic",30-44,Some college,Republican,Male,35
435,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,2,Strongly oppose,4,Slightly oppose,31,"White, non-Hispanic",45-59,Some college,Republican,Female,58
436,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,10,Strongly favor,10,Strongly favor,19,Hispanic,45-59,BA or above,Democrat,Female,57
437,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,6,Slightly favor,5,In the middle,6,"Black, non-Hispanic",18-29,HS graduate or equivalent,Democrat,Female,21
438,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,7,Moderately favor,8,Strongly favor,30,"White, non-Hispanic",30-44,BA or above,Republican,Male,33
439,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,3,Moderately oppose,7,Moderately favor,23,"White, non-Hispanic",30-44,BA or above,Republican,Female,40
440,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,1,Very strongly oppose,2,Strongly oppose,31,"White, non-Hispanic",60+,Some college,Republican,Female,68
441,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,8,Strongly favor,8,Strongly favor,39,"White, non-Hispanic",60+,BA or above,Independent,Male,69
442,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,3,Moderately oppose,8,Strongly favor,13,"White, non-Hispanic",60+,BA or above,Republican,Female,63
443,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,10,Strongly favor,9,Very strongly favor,4,Hispanic,18-29,BA or above,Democrat,Female,25
444,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,5,In the middle,8,Strongly favor,18,"Black, non-Hispanic",45-59,HS graduate or equivalent,Democrat,Female,53
445,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,8,Strongly favor,10,Strongly favor,34,Hispanic,30-44,BA or above,Democrat,Male,41
446,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,7,Moderately favor,5,In the middle,1,"White, non-Hispanic",45-59,BA or above,Democrat,Female,48
447,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,5,In the middle,2,Strongly oppose,18,"White, non-Hispanic",60+,Some college,Independent,Male,70
448,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,10,Strongly favor,10,Strongly favor,2,"Asian, non-Hispanic",18-29,BA or above,Democrat,Male,23
449,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,10,Strongly favor,10,Strongly favor,17,Hispanic,30-44,Some college,Independent,Male,38
450,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,10,Strongly favor,8,Strongly favor,40,"Asian, non-Hispanic",18-29,Some college,Democrat,Male,21
451,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,6,Slightly favor,9,Very strongly favor,33,"White, non-Hispanic",30-44,BA or above,Democrat,Female,39
452,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,2,Strongly oppose,3,Moderately oppose,38,"White, non-Hispanic",30-44,Some college,Independent,Male,35
453,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,7,Moderately favor,10,Strongly favor,36,"White, non-Hispanic",30-44,Some college,Independent,Female,43
454,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,5,In the middle,7,Moderately favor,17,"White, non-Hispanic",60+,Some college,Independent,Male,61
455,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,5,In the middle,7,Moderately favor,21,"White, non-Hispanic",60+,BA or above,Independent,Male,69
456,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,10,Strongly favor,9,Very strongly favor,13,"White, non-Hispanic",30-44,BA or above,Democrat,Female,35
457,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,3,Moderately oppose,5,In the middle,39,"White, non-Hispanic",60+,Some college,Independent,Female,71
458,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,10,Strongly favor,8,Strongly favor,4,"White, non-Hispanic",18-29,BA or above,Independent,Male,29
459,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,9,Very strongly favor,10,Strongly favor,16,"White, non-Hispanic",45-59,BA or above,Democrat,Female,46
460,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,7,Moderately favor,5,In the middle,31,"White, non-Hispanic",45-59,BA or above,Democrat,Female,58
461,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,5,In the middle,10,Strongly favor,21,"Black, non-Hispanic",60+,Some college,Democrat,Female,67
462,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,10,Strongly favor,10,Strongly favor,14,"White, non-Hispanic",45-59,BA or above,Democrat,Male,50
463,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,7,Moderately favor,8,Strongly favor,23,"White, non-Hispanic",60+,BA or above,Democrat,Male,73
464,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,10,Strongly favor,9,Very strongly favor,20,"Asian, non-Hispanic",60+,BA or above,Democrat,Male,77
465,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,5,In the middle,10,Strongly favor,12,"White, non-Hispanic",45-59,BA or above,Independent,Male,53
466,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,3,Moderately oppose,5,In the middle,30,"2+, non-Hispanic",45-59,Some college,Independent,Female,57
467,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,0,Extremely oppose,8,Strongly favor,15,"White, non-Hispanic",45-59,Some college,Republican,Male,49
468,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,4,Slightly oppose,10,Strongly favor,7,"White, non-Hispanic",30-44,Some college,Independent,Female,36
469,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,0,Extremely oppose,7,Moderately favor,20,"White, non-Hispanic",60+,BA or above,Republican,Male,61
470,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,6,Slightly favor,7,Moderately favor,35,"White, non-Hispanic",60+,BA or above,Republican,Male,60
471,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,7,Moderately favor,7,Moderately favor,15,"Asian, non-Hispanic",18-29,Some college,Independent,Male,23
472,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,5,In the middle,5,In the middle,40,"White, non-Hispanic",45-59,BA or above,Independent,Female,50
473,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,False,77,No opinion,7,Moderately favor,21,"Asian, non-Hispanic",30-44,BA or above,Independent,Female,44
474,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,7,Moderately favor,9,Very strongly favor,16,"White, non-Hispanic",60+,BA or above,Democrat,Female,68
475,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,8,Strongly favor,4,Slightly oppose,24,"Black, non-Hispanic",45-59,BA or above,Democrat,Female,56
476,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,9,Very strongly favor,10,Strongly favor,38,"White, non-Hispanic",18-29,No HS diploma,Democrat,Female,27
477,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,1,Very strongly oppose,10,Strongly favor,4,"2+, non-Hispanic",30-44,Some college,Independent,Female,38
478,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,8,Strongly favor,8,Strongly favor,39,"White, non-Hispanic",45-59,BA or above,Independent,Male,54
479,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,3,Moderately oppose,6,Slightly favor,24,"White, non-Hispanic",45-59,Some college,Republican,Male,54
480,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,2,Strongly oppose,8,Strongly favor,4,"White, non-Hispanic",60+,BA or above,Republican,Female,72
481,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,8,Strongly favor,7,Moderately favor,9,"Asian, non-Hispanic",18-29,HS graduate or equivalent,Independent,Female,22
482,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,10,Strongly favor,10,Strongly favor,14,"White, non-Hispanic",30-44,BA or above,Independent,Female,36
483,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,5,In the middle,5,In the middle,16,"White, non-Hispanic",45-59,Some college,Republican,Female,59
484,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,4,Slightly oppose,8,Strongly favor,15,"White, non-Hispanic",60+,BA or above,Independent,Male,73
485,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,3,Moderately oppose,5,In the middle,6,"White, non-Hispanic",30-44,Some college,Independent,Male,35
486,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,8,Strongly favor,8,Strongly favor,15,"Black, non-Hispanic",60+,Some college,Democrat,Female,71
487,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,5,In the middle,8,Strongly favor,31,"White, non-Hispanic",60+,Some college,Independent,Female,65
488,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,5,In the middle,7,Moderately favor,35,"Black, non-Hispanic",45-59,BA or above,Independent,Male,52
489,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,7,Moderately favor,9,Very strongly favor,10,"White, non-Hispanic",60+,BA or above,Democrat,Male,69
490,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,4,Slightly oppose,2,Strongly oppose,30,"White, non-Hispanic",45-59,Some college,Republican,Male,56
491,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,6,Slightly favor,7,Moderately favor,25,"Black, non-Hispanic",30-44,BA or above,Democrat,Female,32
492,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,10,Strongly favor,8,Strongly favor,29,"White, non-Hispanic",18-29,BA or above,Democrat,Female,24
493,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,5,In the middle,6,Slightly favor,1,"White, non-Hispanic",45-59,Some college,Independent,Female,48
