ID,Question,QuestionText,Topic,ValidResponse,BeforeNumber,BeforeResponse,AfterNumber,AfterResponse,GROUP,RACE,AGEBRACKET,EDUCATION,PARTYBEFORE,GENDER,AGE,run_0,run_1,run_2,run_3,run_4,run_5,run_6,run_7,run_8,run_9,llm_avg,llm_avg_rounded,llm_avg_raw,Corrected_LLM,delta_human,delta_llm
178,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,0,Extremely oppose,3,Moderately oppose,10,Black_non_Hispanic,30_44,Some_college,Democrat,Female,41,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,3,1.0
291,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,0,Extremely oppose,2,Strongly oppose,10,White_non_Hispanic,60plus,BA_or_above,Democrat,Female,78,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,2,1.0
299,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,7,Moderately favor,7,Moderately favor,10,White_non_Hispanic,30_44,BA_or_above,Republican,Male,39,6,6,8,6,6,6,6,6,6,6,6.0,6.0,6.2,7.0,0,0.0
337,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,0,Extremely oppose,5,In the middle,10,2+_non_Hispanic,60plus,BA_or_above,Independent,Male,62,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2.0,5,2.0
355,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,0,Extremely oppose,1,Very strongly oppose,10,Black_non_Hispanic,30_44,Some_college,Independent,Male,37,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,1,1.0
376,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,6,Slightly favor,4,Slightly oppose,10,White_non_Hispanic,60plus,HS_graduate_or_equivalent,Republican,Male,65,5,5,7,5,5,5,5,5,5,5,5.0,5.0,5.2,5.0,-2,-1.0
417,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,0,Extremely oppose,6,Slightly favor,10,Black_non_Hispanic,18_29,HS_graduate_or_equivalent,Democrat,Male,21,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-0.0,6,-0.0
429,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,0,Extremely oppose,2,Strongly oppose,10,White_non_Hispanic,60plus,Some_college,Independent,Male,73,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2.0,2,2.0
489,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,0,Extremely oppose,0,Extremely oppose,10,White_non_Hispanic,60plus,BA_or_above,Democrat,Male,69,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2.0,0,2.0
85,Q5C,[The federal subsidies in the Affordable Care Act that help the poor should be increased.] How strongly would you oppose or favor these?,Healthcare,True,6,Slightly favor,2,Strongly oppose,10,White_non_Hispanic,30_44,HS_graduate_or_equivalent,Republican,Female,36,7,7,7,7,7,7,7,7,7,7,7.0,7.0,7.0,7.0,-4,1.0
113,Q5C,[The federal subsidies in the Affordable Care Act that help the poor should be increased.] How strongly would you oppose or favor these?,Healthcare,True,7,Moderately favor,7,Moderately favor,10,White_non_Hispanic,30_44,BA_or_above,Democrat,Female,36,8,8,8,8,8,8,8,8,8,8,8.0,8.0,8.0,7.0,0,0.0
159,Q5C,[The federal subsidies in the Affordable Care Act that help the poor should be increased.] How strongly would you oppose or favor these?,Healthcare,True,8,Strongly favor,9,Very strongly favor,10,Black_non_Hispanic,18_29,Some_college,Democrat,Female,27,9,9,9,9,9,9,9,9,9,9,9.0,9.0,9.0,8.0,1,0.0
177,Q5C,[The federal subsidies in the Affordable Care Act that help the poor should be increased.] How strongly would you oppose or favor these?,Healthcare,True,8,Strongly favor,7,Moderately favor,10,White_non_Hispanic,60plus,Some_college,Democrat,Male,66,9,9,9,9,9,9,9,9,9,9,9.0,9.0,9.0,8.0,-1,0.0
178,Q5C,[The federal subsidies in the Affordable Care Act that help the poor should be increased.] How strongly would you oppose or favor these?,Healthcare,True,10,Strongly favor,7,Moderately favor,10,Black_non_Hispanic,30_44,Some_college,Democrat,Female,41,10,10,9,10,1,10,10,10,10,10,9.0,9.0,9.0,8.0,-3,-2.0
291,Q5C,[The federal subsidies in the Affordable Care Act that help the poor should be increased.] How strongly would you oppose or favor these?,Healthcare,True,10,Strongly favor,7,Moderately favor,10,White_non_Hispanic,60plus,BA_or_above,Democrat,Female,78,10,10,9,10,1,10,9,10,10,10,9.0,9.0,8.9,8.0,-3,-2.0
299,Q5C,[The federal subsidies in the Affordable Care Act that help the poor should be increased.] How strongly would you oppose or favor these?,Healthcare,True,5,In the middle,10,Strongly favor,10,White_non_Hispanic,30_44,BA_or_above,Republican,Male,39,6,6,6,6,6,6,6,6,6,6,6.0,6.0,6.0,7.0,5,2.0
337,Q5C,[The federal subsidies in the Affordable Care Act that help the poor should be increased.] How strongly would you oppose or favor these?,Healthcare,True,5,In the middle,8,Strongly favor,10,2+_non_Hispanic,60plus,BA_or_above,Independent,Male,62,6,6,6,6,6,6,6,6,6,6,6.0,6.0,6.0,7.0,3,2.0
355,Q5C,[The federal subsidies in the Affordable Care Act that help the poor should be increased.] How strongly would you oppose or favor these?,Healthcare,True,7,Moderately favor,8,Strongly favor,10,Black_non_Hispanic,30_44,Some_college,Independent,Male,37,8,8,8,8,8,8,8,8,8,8,8.0,8.0,8.0,7.0,1,0.0
376,Q5C,[The federal subsidies in the Affordable Care Act that help the poor should be increased.] How strongly would you oppose or favor these?,Healthcare,True,4,Slightly oppose,4,Slightly oppose,10,White_non_Hispanic,60plus,HS_graduate_or_equivalent,Republican,Male,65,5,5,3,3,3,5,3,5,3,3,4.0,4.0,3.8,5.0,0,1.0
417,Q5C,[The federal subsidies in the Affordable Care Act that help the poor should be increased.] How strongly would you oppose or favor these?,Healthcare,True,10,Strongly favor,8,Strongly favor,10,Black_non_Hispanic,18_29,HS_graduate_or_equivalent,Democrat,Male,21,10,10,10,10,9,10,10,10,10,10,10.0,10.0,9.9,9.0,-2,-1.0
429,Q5C,[The federal subsidies in the Affordable Care Act that help the poor should be increased.] How strongly would you oppose or favor these?,Healthcare,True,6,Slightly favor,10,Strongly favor,10,White_non_Hispanic,60plus,Some_college,Independent,Male,73,7,7,7,7,7,7,7,7,7,7,7.0,7.0,7.0,7.0,4,1.0
489,Q5C,[The federal subsidies in the Affordable Care Act that help the poor should be increased.] How strongly would you oppose or favor these?,Healthcare,True,6,Slightly favor,10,Strongly favor,10,White_non_Hispanic,60plus,BA_or_above,Democrat,Male,69,7,7,7,7,7,7,7,7,7,7,7.0,7.0,7.0,7.0,4,1.0
85,Q5D,[The federal subsidies in the Affordable Care Act that help the middle class should be expanded to include more people.] How strongly would you oppose or favor these?,Healthcare,True,6,Slightly favor,5,In the middle,10,White_non_Hispanic,30_44,HS_graduate_or_equivalent,Republican,Female,36,7,7,7,7,7,7,7,7,7,7,7.0,7.0,7.0,8.0,-1,2.0
113,Q5D,[The federal subsidies in the Affordable Care Act that help the middle class should be expanded to include more people.] How strongly would you oppose or favor these?,Healthcare,True,7,Moderately favor,7,Moderately favor,10,White_non_Hispanic,30_44,BA_or_above,Democrat,Female,36,8,8,8,8,8,8,8,8,8,8,8.0,8.0,8.0,8.0,0,1.0
159,Q5D,[The federal subsidies in the Affordable Care Act that help the middle class should be expanded to include more people.] How strongly would you oppose or favor these?,Healthcare,True,7,Moderately favor,9,Very strongly favor,10,Black_non_Hispanic,18_29,Some_college,Democrat,Female,27,8,8,8,8,8,8,8,8,8,8,8.0,8.0,8.0,6.0,2,-1.0
177,Q5D,[The federal subsidies in the Affordable Care Act that help the middle class should be expanded to include more people.] How strongly would you oppose or favor these?,Healthcare,True,6,Slightly favor,7,Moderately favor,10,White_non_Hispanic,60plus,Some_college,Democrat,Male,66,7,7,8,7,8,7,8,7,7,7,7.0,7.0,7.3,7.0,1,1.0
178,Q5D,[The federal subsidies in the Affordable Care Act that help the middle class should be expanded to include more people.] How strongly would you oppose or favor these?,Healthcare,True,5,In the middle,7,Moderately favor,10,Black_non_Hispanic,30_44,Some_college,Democrat,Female,41,8,6,8,7,8,7,6,7,7,7,7.0,7.0,7.1,6.0,2,1.0
291,Q5D,[The federal subsidies in the Affordable Care Act that help the middle class should be expanded to include more people.] How strongly would you oppose or favor these?,Healthcare,True,7,Moderately favor,7,Moderately favor,10,White_non_Hispanic,60plus,BA_or_above,Democrat,Female,78,8,8,8,8,8,8,8,8,8,8,8.0,8.0,8.0,8.0,0,1.0
299,Q5D,[The federal subsidies in the Affordable Care Act that help the middle class should be expanded to include more people.] How strongly would you oppose or favor these?,Healthcare,True,5,In the middle,8,Strongly favor,10,White_non_Hispanic,30_44,BA_or_above,Republican,Male,39,6,6,7,6,6,6,6,6,6,6,6.0,6.0,6.1,7.0,3,2.0
337,Q5D,[The federal subsidies in the Affordable Care Act that help the middle class should be expanded to include more people.] How strongly would you oppose or favor these?,Healthcare,True,10,Strongly favor,10,Strongly favor,10,2+_non_Hispanic,60plus,BA_or_above,Independent,Male,62,9,9,9,10,9,10,9,10,10,10,10.0,10.0,9.5,9.0,0,-1.0
355,Q5D,[The federal subsidies in the Affordable Care Act that help the middle class should be expanded to include more people.] How strongly would you oppose or favor these?,Healthcare,True,8,Strongly favor,8,Strongly favor,10,Black_non_Hispanic,30_44,Some_college,Independent,Male,37,9,9,9,9,9,9,9,9,9,9,9.0,9.0,9.0,9.0,0,1.0
376,Q5D,[The federal subsidies in the Affordable Care Act that help the middle class should be expanded to include more people.] How strongly would you oppose or favor these?,Healthcare,True,4,Slightly oppose,4,Slightly oppose,10,White_non_Hispanic,60plus,HS_graduate_or_equivalent,Republican,Male,65,6,5,3,5,3,5,3,5,3,3,4.0,4.0,4.1,5.0,0,1.0
417,Q5D,[The federal subsidies in the Affordable Care Act that help the middle class should be expanded to include more people.] How strongly would you oppose or favor these?,Healthcare,True,10,Strongly favor,6,Slightly favor,10,Black_non_Hispanic,18_29,HS_graduate_or_equivalent,Democrat,Male,21,10,10,10,10,9,10,10,10,10,10,10.0,10.0,9.9,9.0,-4,-1.0
429,Q5D,[The federal subsidies in the Affordable Care Act that help the middle class should be expanded to include more people.] How strongly would you oppose or favor these?,Healthcare,True,7,Moderately favor,10,Strongly favor,10,White_non_Hispanic,60plus,Some_college,Independent,Male,73,8,8,8,8,8,8,8,8,8,8,8.0,8.0,8.0,8.0,3,1.0
489,Q5D,[The federal subsidies in the Affordable Care Act that help the middle class should be expanded to include more people.] How strongly would you oppose or favor these?,Healthcare,True,7,Moderately favor,10,Strongly favor,10,White_non_Hispanic,60plus,BA_or_above,Democrat,Male,69,8,8,8,8,8,8,8,8,8,8,8.0,8.0,8.0,8.0,3,1.0
13,Q5E,[People should have reasonable access to health insurance without discrimination against pre-existing conditions.] How strongly would you oppose or favor these?,Healthcare,True,8,Strongly favor,5,In the middle,10,White_non_Hispanic,60plus,BA_or_above,Independent,Male,76,8,10,8,8,9,8,9,10,8,8,9.0,9.0,8.6,8.0,-3,0.0
85,Q5E,[People should have reasonable access to health insurance without discrimination against pre-existing conditions.] How strongly would you oppose or favor these?,Healthcare,True,8,Strongly favor,10,Strongly favor,10,White_non_Hispanic,30_44,HS_graduate_or_equivalent,Republican,Female,36,8,8,8,8,9,8,9,10,8,8,8.0,8.0,8.4,9.0,2,1.0
113,Q5E,[People should have reasonable access to health insurance without discrimination against pre-existing conditions.] How strongly would you oppose or favor these?,Healthcare,True,9,Very strongly favor,10,Strongly favor,10,White_non_Hispanic,30_44,BA_or_above,Democrat,Female,36,9,10,9,9,9,9,9,10,9,9,9.0,9.0,9.2,9.0,1,0.0
159,Q5E,[People should have reasonable access to health insurance without discrimination against pre-existing conditions.] How strongly would you oppose or favor these?,Healthcare,True,10,Strongly favor,10,Strongly favor,10,Black_non_Hispanic,18_29,Some_college,Democrat,Female,27,10,10,10,10,10,10,10,10,10,10,10.0,10.0,10.0,10.0,0,0.0
177,Q5E,[People should have reasonable access to health insurance without discrimination against pre-existing conditions.] How strongly would you oppose or favor these?,Healthcare,True,10,Strongly favor,10,Strongly favor,10,White_non_Hispanic,60plus,Some_college,Democrat,Male,66,10,10,10,10,10,10,10,10,10,10,10.0,10.0,10.0,10.0,0,0.0
178,Q5E,[People should have reasonable access to health insurance without discrimination against pre-existing conditions.] How strongly would you oppose or favor these?,Healthcare,True,10,Strongly favor,10,Strongly favor,10,Black_non_Hispanic,30_44,Some_college,Democrat,Female,41,10,10,10,10,10,10,10,10,10,10,10.0,10.0,10.0,10.0,0,0.0
291,Q5E,[People should have reasonable access to health insurance without discrimination against pre-existing conditions.] How strongly would you oppose or favor these?,Healthcare,True,10,Strongly favor,10,Strongly favor,10,White_non_Hispanic,60plus,BA_or_above,Democrat,Female,78,10,10,10,10,10,10,10,10,10,10,10.0,10.0,10.0,10.0,0,0.0
299,Q5E,[People should have reasonable access to health insurance without discrimination against pre-existing conditions.] How strongly would you oppose or favor these?,Healthcare,True,10,Strongly favor,10,Strongly favor,10,White_non_Hispanic,30_44,BA_or_above,Republican,Male,39,10,10,10,10,10,10,10,10,10,10,10.0,10.0,10.0,10.0,0,0.0
337,Q5E,[People should have reasonable access to health insurance without discrimination against pre-existing conditions.] How strongly would you oppose or favor these?,Healthcare,True,10,Strongly favor,10,Strongly favor,10,2+_non_Hispanic,60plus,BA_or_above,Independent,Male,62,10,10,10,10,10,10,10,10,10,10,10.0,10.0,10.0,10.0,0,0.0
355,Q5E,[People should have reasonable access to health insurance without discrimination against pre-existing conditions.] How strongly would you oppose or favor these?,Healthcare,True,10,Strongly favor,10,Strongly favor,10,Black_non_Hispanic,30_44,Some_college,Independent,Male,37,10,10,10,10,10,10,10,10,10,10,10.0,10.0,10.0,10.0,0,0.0
376,Q5E,[People should have reasonable access to health insurance without discrimination against pre-existing conditions.] How strongly would you oppose or favor these?,Healthcare,True,8,Strongly favor,8,Strongly favor,10,White_non_Hispanic,60plus,HS_graduate_or_equivalent,Republican,Male,65,8,8,8,8,9,8,9,10,8,8,8.0,8.0,8.4,9.0,0,1.0
417,Q5E,[People should have reasonable access to health insurance without discrimination against pre-existing conditions.] How strongly would you oppose or favor these?,Healthcare,True,8,Strongly favor,9,Very strongly favor,10,Black_non_Hispanic,18_29,HS_graduate_or_equivalent,Democrat,Male,21,8,8,8,8,8,8,9,10,8,8,8.0,8.0,8.3,9.0,1,1.0
429,Q5E,[People should have reasonable access to health insurance without discrimination against pre-existing conditions.] How strongly would you oppose or favor these?,Healthcare,True,10,Strongly favor,10,Strongly favor,10,White_non_Hispanic,60plus,Some_college,Independent,Male,73,10,10,10,10,10,10,10,10,10,10,10.0,10.0,10.0,10.0,0,0.0
489,Q5E,[People should have reasonable access to health insurance without discrimination against pre-existing conditions.] How strongly would you oppose or favor these?,Healthcare,True,10,Strongly favor,10,Strongly favor,10,White_non_Hispanic,60plus,BA_or_above,Democrat,Male,69,10,10,10,10,10,10,10,10,10,10,10.0,10.0,10.0,10.0,0,0.0
85,Q5F,"[Everybody should be able to buy a public plan like Medicare, the current plan for seniors over 65.] How strongly would you oppose or favor these?",Healthcare,True,6,Slightly favor,8,Strongly favor,10,White_non_Hispanic,30_44,HS_graduate_or_equivalent,Republican,Female,36,7,7,7,7,7,7,7,7,7,7,7.0,7.0,7.0,8.0,2,2.0
113,Q5F,"[Everybody should be able to buy a public plan like Medicare, the current plan for seniors over 65.] How strongly would you oppose or favor these?",Healthcare,True,8,Strongly favor,8,Strongly favor,10,White_non_Hispanic,30_44,BA_or_above,Democrat,Female,36,8,8,9,9,9,9,9,9,9,9,9.0,9.0,8.8,8.0,0,0.0
159,Q5F,"[Everybody should be able to buy a public plan like Medicare, the current plan for seniors over 65.] How strongly would you oppose or favor these?",Healthcare,True,9,Very strongly favor,7,Moderately favor,10,Black_non_Hispanic,18_29,Some_college,Democrat,Female,27,9,10,9,9,9,10,9,10,10,10,10.0,10.0,9.5,9.0,-2,0.0
177,Q5F,"[Everybody should be able to buy a public plan like Medicare, the current plan for seniors over 65.] How strongly would you oppose or favor these?",Healthcare,True,9,Very strongly favor,10,Strongly favor,10,White_non_Hispanic,60plus,Some_college,Democrat,Male,66,9,10,9,9,9,9,9,10,10,9,9.0,9.0,9.3,9.0,1,0.0
178,Q5F,"[Everybody should be able to buy a public plan like Medicare, the current plan for seniors over 65.] How strongly would you oppose or favor these?",Healthcare,True,10,Strongly favor,10,Strongly favor,10,Black_non_Hispanic,30_44,Some_college,Democrat,Female,41,10,10,10,10,10,10,10,10,10,10,10.0,10.0,10.0,9.0,0,-1.0
291,Q5F,"[Everybody should be able to buy a public plan like Medicare, the current plan for seniors over 65.] How strongly would you oppose or favor these?",Healthcare,True,10,Strongly favor,5,In the middle,10,White_non_Hispanic,60plus,BA_or_above,Democrat,Female,78,10,10,10,10,10,10,10,10,10,10,10.0,10.0,10.0,9.0,-5,-1.0
299,Q5F,"[Everybody should be able to buy a public plan like Medicare, the current plan for seniors over 65.] How strongly would you oppose or favor these?",Healthcare,True,3,Moderately oppose,3,Moderately oppose,10,White_non_Hispanic,30_44,BA_or_above,Republican,Male,39,5,4,2,4,4,4,2,4,2,4,4.0,4.0,3.5,3.0,0,0.0
337,Q5F,"[Everybody should be able to buy a public plan like Medicare, the current plan for seniors over 65.] How strongly would you oppose or favor these?",Healthcare,True,5,In the middle,10,Strongly favor,10,2+_non_Hispanic,60plus,BA_or_above,Independent,Male,62,6,6,7,7,6,6,7,6,6,7,6.0,6.0,6.4,6.0,5,1.0
355,Q5F,"[Everybody should be able to buy a public plan like Medicare, the current plan for seniors over 65.] How strongly would you oppose or favor these?",Healthcare,True,8,Strongly favor,8,Strongly favor,10,Black_non_Hispanic,30_44,Some_college,Independent,Male,37,8,9,8,9,9,9,9,9,9,9,9.0,9.0,8.8,8.0,0,0.0
376,Q5F,"[Everybody should be able to buy a public plan like Medicare, the current plan for seniors over 65.] How strongly would you oppose or favor these?",Healthcare,True,7,Moderately favor,6,Slightly favor,10,White_non_Hispanic,60plus,HS_graduate_or_equivalent,Republican,Male,65,8,8,8,8,8,8,8,8,8,8,8.0,8.0,8.0,9.0,-1,2.0
417,Q5F,"[Everybody should be able to buy a public plan like Medicare, the current plan for seniors over 65.] How strongly would you oppose or favor these?",Healthcare,True,8,Strongly favor,8,Strongly favor,10,Black_non_Hispanic,18_29,HS_graduate_or_equivalent,Democrat,Male,21,8,9,9,9,9,9,9,9,8,9,9.0,9.0,8.8,9.0,0,1.0
429,Q5F,"[Everybody should be able to buy a public plan like Medicare, the current plan for seniors over 65.] How strongly would you oppose or favor these?",Healthcare,True,6,Slightly favor,10,Strongly favor,10,White_non_Hispanic,60plus,Some_college,Independent,Male,73,7,7,7,7,7,7,7,7,7,7,7.0,7.0,7.0,6.0,4,0.0
489,Q5F,"[Everybody should be able to buy a public plan like Medicare, the current plan for seniors over 65.] How strongly would you oppose or favor these?",Healthcare,True,10,Strongly favor,9,Very strongly favor,10,White_non_Hispanic,60plus,BA_or_above,Democrat,Male,69,10,10,10,10,10,10,10,10,10,10,10.0,10.0,10.0,9.0,-1,-1.0
13,Q5G,"[People aged fifty-five and older should have the option of purchasing Medicare, instead of a private insurance plan.] How strongly would you oppose or favor these?",Healthcare,True,5,In the middle,7,Moderately favor,10,White_non_Hispanic,60plus,BA_or_above,Independent,Male,76,6,6,7,6,6,6,7,6,6,6,6.0,6.0,6.2,6.0,2,1.0
85,Q5G,"[People aged fifty-five and older should have the option of purchasing Medicare, instead of a private insurance plan.] How strongly would you oppose or favor these?",Healthcare,True,5,In the middle,8,Strongly favor,10,White_non_Hispanic,30_44,HS_graduate_or_equivalent,Republican,Female,36,6,6,7,6,6,6,6,6,6,6,6.0,6.0,6.1,6.0,3,1.0
113,Q5G,"[People aged fifty-five and older should have the option of purchasing Medicare, instead of a private insurance plan.] How strongly would you oppose or favor these?",Healthcare,True,8,Strongly favor,8,Strongly favor,10,White_non_Hispanic,30_44,BA_or_above,Democrat,Female,36,8,9,8,9,9,9,9,9,9,9,9.0,9.0,8.8,9.0,0,1.0
159,Q5G,"[People aged fifty-five and older should have the option of purchasing Medicare, instead of a private insurance plan.] How strongly would you oppose or favor these?",Healthcare,True,9,Very strongly favor,10,Strongly favor,10,Black_non_Hispanic,18_29,Some_college,Democrat,Female,27,10,8,9,8,9,10,9,10,8,9,9.0,9.0,9.0,9.0,1,0.0
177,Q5G,"[People aged fifty-five and older should have the option of purchasing Medicare, instead of a private insurance plan.] How strongly would you oppose or favor these?",Healthcare,True,5,In the middle,9,Very strongly favor,10,White_non_Hispanic,60plus,Some_college,Democrat,Male,66,7,8,7,7,6,7,8,7,6,7,7.0,7.0,7.0,7.0,4,2.0
178,Q5G,"[People aged fifty-five and older should have the option of purchasing Medicare, instead of a private insurance plan.] How strongly would you oppose or favor these?",Healthcare,True,10,Strongly favor,10,Strongly favor,10,Black_non_Hispanic,30_44,Some_college,Democrat,Female,41,9,10,9,9,9,9,9,10,9,10,9.0,9.0,9.3,9.0,0,-1.0
291,Q5G,"[People aged fifty-five and older should have the option of purchasing Medicare, instead of a private insurance plan.] How strongly would you oppose or favor these?",Healthcare,True,5,In the middle,7,Moderately favor,10,White_non_Hispanic,60plus,BA_or_above,Democrat,Female,78,8,7,7,7,6,7,8,6,7,7,7.0,7.0,7.0,7.0,2,2.0
299,Q5G,"[People aged fifty-five and older should have the option of purchasing Medicare, instead of a private insurance plan.] How strongly would you oppose or favor these?",Healthcare,True,5,In the middle,6,Slightly favor,10,White_non_Hispanic,30_44,BA_or_above,Republican,Male,39,6,6,7,6,6,6,6,6,6,7,6.0,6.0,6.2,6.0,1,1.0
337,Q5G,"[People aged fifty-five and older should have the option of purchasing Medicare, instead of a private insurance plan.] How strongly would you oppose or favor these?",Healthcare,True,10,Strongly favor,5,In the middle,10,2+_non_Hispanic,60plus,BA_or_above,Independent,Male,62,9,10,9,9,9,9,9,10,9,9,9.0,9.0,9.2,10.0,-5,0.0
355,Q5G,"[People aged fifty-five and older should have the option of purchasing Medicare, instead of a private insurance plan.] How strongly would you oppose or favor these?",Healthcare,True,7,Moderately favor,8,Strongly favor,10,Black_non_Hispanic,30_44,Some_college,Independent,Male,37,8,8,8,8,8,8,8,8,8,8,8.0,8.0,8.0,7.0,1,0.0
376,Q5G,"[People aged fifty-five and older should have the option of purchasing Medicare, instead of a private insurance plan.] How strongly would you oppose or favor these?",Healthcare,True,8,Strongly favor,5,In the middle,10,White_non_Hispanic,60plus,HS_graduate_or_equivalent,Republican,Male,65,8,8,8,9,9,9,9,9,8,9,9.0,9.0,8.6,9.0,-3,1.0
417,Q5G,"[People aged fifty-five and older should have the option of purchasing Medicare, instead of a private insurance plan.] How strongly would you oppose or favor these?",Healthcare,True,7,Moderately favor,8,Strongly favor,10,Black_non_Hispanic,18_29,HS_graduate_or_equivalent,Democrat,Male,21,8,8,8,8,8,8,8,8,8,8,8.0,8.0,8.0,8.0,1,1.0
429,Q5G,"[People aged fifty-five and older should have the option of purchasing Medicare, instead of a private insurance plan.] How strongly would you oppose or favor these?",Healthcare,True,4,Slightly oppose,10,Strongly favor,10,White_non_Hispanic,60plus,Some_college,Independent,Male,73,6,6,6,6,6,5,6,5,3,6,6.0,6.0,5.5,6.0,6,2.0
489,Q5G,"[People aged fifty-five and older should have the option of purchasing Medicare, instead of a private insurance plan.] How strongly would you oppose or favor these?",Healthcare,True,7,Moderately favor,9,Very strongly favor,10,White_non_Hispanic,60plus,BA_or_above,Democrat,Male,69,8,8,8,8,8,8,8,8,8,8,8.0,8.0,8.0,8.0,2,1.0
13,Q5H,[People should be automatically enrolled in a more generous version of Medicare.] How strongly would you oppose or favor these?,Healthcare,True,2,Strongly oppose,3,Moderately oppose,10,White_non_Hispanic,60plus,BA_or_above,Independent,Male,76,1,1,2,1,1,1,3,2,3,4,2.0,2.0,1.9,1.0,1,-1.0
85,Q5H,[People should be automatically enrolled in a more generous version of Medicare.] How strongly would you oppose or favor these?,Healthcare,True,1,Very strongly oppose,8,Strongly favor,10,White_non_Hispanic,30_44,HS_graduate_or_equivalent,Republican,Female,36,1,0,1,0,1,1,2,1,0,1,1.0,1.0,0.8,0.0,7,-1.0
113,Q5H,[People should be automatically enrolled in a more generous version of Medicare.] How strongly would you oppose or favor these?,Healthcare,True,8,Strongly favor,1,Very strongly oppose,10,White_non_Hispanic,30_44,BA_or_above,Democrat,Female,36,8,8,8,9,9,9,9,9,9,9,9.0,9.0,8.7,7.0,-7,-1.0
159,Q5H,[People should be automatically enrolled in a more generous version of Medicare.] How strongly would you oppose or favor these?,Healthcare,True,9,Very strongly favor,9,Very strongly favor,10,Black_non_Hispanic,18_29,Some_college,Democrat,Female,27,8,8,8,9,9,9,9,9,8,9,9.0,9.0,8.6,7.0,0,-2.0
177,Q5H,[People should be automatically enrolled in a more generous version of Medicare.] How strongly would you oppose or favor these?,Healthcare,True,8,Strongly favor,8,Strongly favor,10,White_non_Hispanic,60plus,Some_college,Democrat,Male,66,8,9,8,9,9,9,9,9,9,9,9.0,9.0,8.8,8.0,0,0.0
178,Q5H,[People should be automatically enrolled in a more generous version of Medicare.] How strongly would you oppose or favor these?,Healthcare,True,10,Strongly favor,7,Moderately favor,10,Black_non_Hispanic,30_44,Some_college,Democrat,Female,41,9,9,9,9,9,9,9,10,10,9,9.0,9.0,9.2,8.0,-3,-2.0
291,Q5H,[People should be automatically enrolled in a more generous version of Medicare.] How strongly would you oppose or favor these?,Healthcare,True,5,In the middle,5,In the middle,10,White_non_Hispanic,60plus,BA_or_above,Democrat,Female,78,6,6,7,6,6,6,6,6,7,6,6.0,6.0,6.2,5.0,0,0.0
299,Q5H,[People should be automatically enrolled in a more generous version of Medicare.] How strongly would you oppose or favor these?,Healthcare,True,3,Moderately oppose,0,Extremely oppose,10,White_non_Hispanic,30_44,BA_or_above,Republican,Male,39,4,4,2,2,4,4,4,4,4,4,4.0,4.0,3.6,2.0,-3,-1.0
337,Q5H,[People should be automatically enrolled in a more generous version of Medicare.] How strongly would you oppose or favor these?,Healthcare,True,2,Strongly oppose,0,Extremely oppose,10,2+_non_Hispanic,60plus,BA_or_above,Independent,Male,62,1,1,2,1,1,1,3,1,3,4,2.0,2.0,1.8,0.0,-2,-2.0
355,Q5H,[People should be automatically enrolled in a more generous version of Medicare.] How strongly would you oppose or favor these?,Healthcare,True,5,In the middle,5,In the middle,10,Black_non_Hispanic,30_44,Some_college,Independent,Male,37,6,6,6,6,6,6,6,6,6,6,6.0,6.0,6.0,5.0,0,0.0
376,Q5H,[People should be automatically enrolled in a more generous version of Medicare.] How strongly would you oppose or favor these?,Healthcare,True,3,Moderately oppose,4,Slightly oppose,10,White_non_Hispanic,60plus,HS_graduate_or_equivalent,Republican,Male,65,4,4,2,2,4,4,2,3,4,4,3.0,3.0,3.3,3.0,1,0.0
417,Q5H,[People should be automatically enrolled in a more generous version of Medicare.] How strongly would you oppose or favor these?,Healthcare,True,9,Very strongly favor,5,In the middle,10,Black_non_Hispanic,18_29,HS_graduate_or_equivalent,Democrat,Male,21,8,8,8,9,9,8,9,9,8,9,8.0,8.0,8.5,8.0,-4,-1.0
