ID,Question,QuestionText,Topic,ValidResponse,BeforeNumber,BeforeResponse,AfterNumber,AfterResponse,GROUP,RACE,AGEBRACKET,EDUCATION,PARTYBEFORE,GENDER,AGE,run_0,run_1,run_2,run_3,run_4,run_5,run_6,run_7,run_8,run_9,delta_observed,delta_0,delta_1,delta_2,delta_3,delta_4,delta_5,delta_6,delta_7,delta_8,delta_9,delta_mean_llm,delta_stf_llm,delta_diff_0,delta_diff_1,delta_diff_2,delta_diff_3,delta_diff_4,delta_diff_5,delta_diff_6,delta_diff_7,delta_diff_8,delta_diff_9
400,Q4B,"[The US should impose a wealth tax on the richest taxpayers, requiring them to pay a small portion of their wealth on an annual basis.] How strongly would you oppose or favor these?",Taxes,True,10,Strongly favor,10,Strongly favor,3,"White, non-Hispanic",45-59,BA or above,Republican,Male,58,9,9,9,9,9,9,9,9,9,9,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
77,Q4C,"[The US should repeal the estate tax, which currently taxes deceased individuals worth at least $11 million and deceased couples worth at least $22 million.] How strongly would you oppose or favor these?",Taxes,True,8,Strongly favor,10,Strongly favor,3,"White, non-Hispanic",45-59,BA or above,Republican,Male,45,9,7,7,7,9,9,9,9,9,9,2,1,-1,-1,-1,1,1,1,1,1,1,0.4,0.9660917830792959,-1,-3,-3,-3,-1,-1,-1,-1,-1,-1
98,Q4C,"[The US should repeal the estate tax, which currently taxes deceased individuals worth at least $11 million and deceased couples worth at least $22 million.] How strongly would you oppose or favor these?",Taxes,True,5,In the middle,3,Moderately oppose,3,"Black, non-Hispanic",30-44,No HS diploma,Independent,Female,44,6,6,6,6,4,6,6,6,6,4,-2,1,1,1,1,-1,1,1,1,1,-1,0.6,0.8432740427115679,3,3,3,3,1,3,3,3,3,1
118,Q4C,"[The US should repeal the estate tax, which currently taxes deceased individuals worth at least $11 million and deceased couples worth at least $22 million.] How strongly would you oppose or favor these?",Taxes,True,5,In the middle,5,In the middle,3,"Black, non-Hispanic",45-59,HS graduate or equivalent,Democrat,Female,56,6,6,7,6,4,6,6,6,6,4,0,1,1,2,1,-1,1,1,1,1,-1,0.7,0.9486832980505137,1,1,2,1,-1,1,1,1,1,-1
143,Q4C,"[The US should repeal the estate tax, which currently taxes deceased individuals worth at least $11 million and deceased couples worth at least $22 million.] How strongly would you oppose or favor these?",Taxes,True,5,In the middle,5,In the middle,3,"White, non-Hispanic",30-44,HS graduate or equivalent,Independent,Male,32,6,6,7,6,4,6,6,6,6,4,0,1,1,2,1,-1,1,1,1,1,-1,0.7,0.9486832980505137,1,1,2,1,-1,1,1,1,1,-1
187,Q4C,"[The US should repeal the estate tax, which currently taxes deceased individuals worth at least $11 million and deceased couples worth at least $22 million.] How strongly would you oppose or favor these?",Taxes,True,5,In the middle,5,In the middle,3,"Black, non-Hispanic",30-44,BA or above,Independent,Male,44,6,6,7,6,4,6,6,6,6,4,0,1,1,2,1,-1,1,1,1,1,-1,0.7,0.9486832980505137,1,1,2,1,-1,1,1,1,1,-1
226,Q4C,"[The US should repeal the estate tax, which currently taxes deceased individuals worth at least $11 million and deceased couples worth at least $22 million.] How strongly would you oppose or favor these?",Taxes,True,0,Extremely oppose,1,Very strongly oppose,3,"White, non-Hispanic",60+,Some college,Democrat,Female,74,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
282,Q4C,"[The US should repeal the estate tax, which currently taxes deceased individuals worth at least $11 million and deceased couples worth at least $22 million.] How strongly would you oppose or favor these?",Taxes,True,6,Slightly favor,6,Slightly favor,3,Hispanic,30-44,Some college,Democrat,Female,36,7,7,7,7,7,7,7,7,7,7,0,1,1,1,1,1,1,1,1,1,1,1.0,0.0,1,1,1,1,1,1,1,1,1,1
302,Q4C,"[The US should repeal the estate tax, which currently taxes deceased individuals worth at least $11 million and deceased couples worth at least $22 million.] How strongly would you oppose or favor these?",Taxes,True,5,In the middle,5,In the middle,3,Hispanic,18-29,HS graduate or equivalent,Democrat,Female,27,6,6,6,6,6,6,6,6,6,4,0,1,1,1,1,1,1,1,1,1,-1,0.8,0.6324555320336759,1,1,1,1,1,1,1,1,1,-1
314,Q4C,"[The US should repeal the estate tax, which currently taxes deceased individuals worth at least $11 million and deceased couples worth at least $22 million.] How strongly would you oppose or favor these?",Taxes,True,0,Extremely oppose,0,Extremely oppose,3,"White, non-Hispanic",60+,BA or above,Independent,Female,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
363,Q4C,"[The US should repeal the estate tax, which currently taxes deceased individuals worth at least $11 million and deceased couples worth at least $22 million.] How strongly would you oppose or favor these?",Taxes,True,0,Extremely oppose,0,Extremely oppose,3,"White, non-Hispanic",60+,BA or above,Democrat,Female,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
395,Q4C,"[The US should repeal the estate tax, which currently taxes deceased individuals worth at least $11 million and deceased couples worth at least $22 million.] How strongly would you oppose or favor these?",Taxes,True,0,Extremely oppose,2,Strongly oppose,3,Hispanic,30-44,Some college,Republican,Male,43,0,0,2,2,1,9,0,0,0,9,2,0,0,2,2,1,9,0,0,0,9,2.3,3.6224607965059086,-2,-2,0,0,-1,7,-2,-2,-2,7
400,Q4C,"[The US should repeal the estate tax, which currently taxes deceased individuals worth at least $11 million and deceased couples worth at least $22 million.] How strongly would you oppose or favor these?",Taxes,True,1,Very strongly oppose,1,Very strongly oppose,3,"White, non-Hispanic",45-59,BA or above,Republican,Male,58,1,0,2,10,1,1,1,1,2,0,0,0,-1,1,9,0,0,0,0,1,-1,0.9,2.923088169119167,0,-1,1,9,0,0,0,0,1,-1
77,Q4D,"[When taxpayers earn more than $2 million per year, they should pay a higher tax rate on additional income.] How strongly would you oppose or favor these?",Taxes,True,1,Very strongly oppose,0,Extremely oppose,3,"White, non-Hispanic",45-59,BA or above,Republican,Male,45,0,0,1,0,4,0,2,0,3,0,-1,-1,-1,0,-1,3,-1,1,-1,2,-1,0.0,1.4907119849998598,0,0,1,0,4,0,2,0,3,0
94,Q4D,"[When taxpayers earn more than $2 million per year, they should pay a higher tax rate on additional income.] How strongly would you oppose or favor these?",Taxes,True,10,Strongly favor,8,Strongly favor,3,"Black, non-Hispanic",30-44,Some college,Democrat,Female,32,10,10,10,10,9,10,9,10,10,10,-2,0,0,0,0,-1,0,-1,0,0,0,-0.2,0.42163702135578396,2,2,2,2,1,2,1,2,2,2
98,Q4D,"[When taxpayers earn more than $2 million per year, they should pay a higher tax rate on additional income.] How strongly would you oppose or favor these?",Taxes,True,6,Slightly favor,8,Strongly favor,3,"Black, non-Hispanic",30-44,No HS diploma,Independent,Female,44,7,7,7,7,7,7,7,7,7,7,2,1,1,1,1,1,1,1,1,1,1,1.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
99,Q4D,"[When taxpayers earn more than $2 million per year, they should pay a higher tax rate on additional income.] How strongly would you oppose or favor these?",Taxes,True,8,Strongly favor,7,Moderately favor,3,"2+, non-Hispanic",45-59,Some college,Republican,Male,56,9,9,8,9,9,9,9,9,9,9,-1,1,1,0,1,1,1,1,1,1,1,0.9,0.31622776601683794,2,2,1,2,2,2,2,2,2,2
118,Q4D,"[When taxpayers earn more than $2 million per year, they should pay a higher tax rate on additional income.] How strongly would you oppose or favor these?",Taxes,True,8,Strongly favor,8,Strongly favor,3,"Black, non-Hispanic",45-59,HS graduate or equivalent,Democrat,Female,56,9,8,8,9,9,9,9,9,8,9,0,1,0,0,1,1,1,1,1,0,1,0.7,0.48304589153964794,1,0,0,1,1,1,1,1,0,1
143,Q4D,"[When taxpayers earn more than $2 million per year, they should pay a higher tax rate on additional income.] How strongly would you oppose or favor these?",Taxes,True,5,In the middle,7,Moderately favor,3,"White, non-Hispanic",30-44,HS graduate or equivalent,Independent,Male,32,6,6,7,7,6,6,6,6,6,7,2,1,1,2,2,1,1,1,1,1,2,1.3,0.48304589153964794,-1,-1,0,0,-1,-1,-1,-1,-1,0
187,Q4D,"[When taxpayers earn more than $2 million per year, they should pay a higher tax rate on additional income.] How strongly would you oppose or favor these?",Taxes,True,5,In the middle,5,In the middle,3,"Black, non-Hispanic",30-44,BA or above,Independent,Male,44,6,6,7,7,6,6,6,7,6,7,0,1,1,2,2,1,1,1,2,1,2,1.4,0.5163977794943223,1,1,2,2,1,1,1,2,1,2
226,Q4D,"[When taxpayers earn more than $2 million per year, they should pay a higher tax rate on additional income.] How strongly would you oppose or favor these?",Taxes,True,10,Strongly favor,8,Strongly favor,3,"White, non-Hispanic",60+,Some college,Democrat,Female,74,10,10,10,10,9,10,9,10,10,10,-2,0,0,0,0,-1,0,-1,0,0,0,-0.2,0.42163702135578396,2,2,2,2,1,2,1,2,2,2
282,Q4D,"[When taxpayers earn more than $2 million per year, they should pay a higher tax rate on additional income.] How strongly would you oppose or favor these?",Taxes,True,3,Moderately oppose,7,Moderately favor,3,Hispanic,30-44,Some college,Democrat,Female,36,5,4,2,4,4,4,4,4,4,4,4,2,1,-1,1,1,1,1,1,1,1,0.9,0.7378647873726217,-2,-3,-5,-3,-3,-3,-3,-3,-3,-3
302,Q4D,"[When taxpayers earn more than $2 million per year, they should pay a higher tax rate on additional income.] How strongly would you oppose or favor these?",Taxes,True,5,In the middle,10,Strongly favor,3,Hispanic,18-29,HS graduate or equivalent,Democrat,Female,27,6,6,7,7,6,6,8,7,7,6,5,1,1,2,2,1,1,3,2,2,1,1.6,0.6992058987801011,-4,-4,-3,-3,-4,-4,-2,-3,-3,-4
314,Q4D,"[When taxpayers earn more than $2 million per year, they should pay a higher tax rate on additional income.] How strongly would you oppose or favor these?",Taxes,True,9,Very strongly favor,10,Strongly favor,3,"White, non-Hispanic",60+,BA or above,Independent,Female,65,8,8,8,9,9,8,9,10,8,9,1,-1,-1,-1,0,0,-1,0,1,-1,0,-0.4,0.6992058987801011,-2,-2,-2,-1,-1,-2,-1,0,-2,-1
363,Q4D,"[When taxpayers earn more than $2 million per year, they should pay a higher tax rate on additional income.] How strongly would you oppose or favor these?",Taxes,True,10,Strongly favor,7,Moderately favor,3,"White, non-Hispanic",60+,BA or above,Democrat,Female,73,10,10,10,10,9,10,9,10,10,10,-3,0,0,0,0,-1,0,-1,0,0,0,-0.2,0.42163702135578396,3,3,3,3,2,3,2,3,3,3
395,Q4D,"[When taxpayers earn more than $2 million per year, they should pay a higher tax rate on additional income.] How strongly would you oppose or favor these?",Taxes,True,8,Strongly favor,9,Very strongly favor,3,Hispanic,30-44,Some college,Republican,Male,43,9,9,9,9,9,9,9,9,9,9,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,0,0,0,0,0,0,0,0,0,0
400,Q4D,"[When taxpayers earn more than $2 million per year, they should pay a higher tax rate on additional income.] How strongly would you oppose or favor these?",Taxes,True,10,Strongly favor,9,Very strongly favor,3,"White, non-Hispanic",45-59,BA or above,Republican,Male,58,9,9,9,9,9,9,9,9,9,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,0.0,0,0,0,0,0,0,0,0,0,0
77,Q4E,"[Expand the Earned Income Tax Credit, which provides a benefit to low-income workers, to more middle-class workers.] How strongly would you oppose or favor these?",Taxes,True,8,Strongly favor,9,Very strongly favor,3,"White, non-Hispanic",45-59,BA or above,Republican,Male,45,9,9,9,9,9,9,9,9,9,9,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,0,0,0,0,0,0,0,0,0,0
94,Q4E,"[Expand the Earned Income Tax Credit, which provides a benefit to low-income workers, to more middle-class workers.] How strongly would you oppose or favor these?",Taxes,True,10,Strongly favor,10,Strongly favor,3,"Black, non-Hispanic",30-44,Some college,Democrat,Female,32,10,10,9,10,10,10,10,10,10,10,0,0,0,-1,0,0,0,0,0,0,0,-0.1,0.31622776601683794,0,0,-1,0,0,0,0,0,0,0
98,Q4E,"[Expand the Earned Income Tax Credit, which provides a benefit to low-income workers, to more middle-class workers.] How strongly would you oppose or favor these?",Taxes,True,5,In the middle,7,Moderately favor,3,"Black, non-Hispanic",30-44,No HS diploma,Independent,Female,44,6,6,7,7,6,6,6,7,6,7,2,1,1,2,2,1,1,1,2,1,2,1.4,0.5163977794943223,-1,-1,0,0,-1,-1,-1,0,-1,0
99,Q4E,"[Expand the Earned Income Tax Credit, which provides a benefit to low-income workers, to more middle-class workers.] How strongly would you oppose or favor these?",Taxes,True,8,Strongly favor,8,Strongly favor,3,"2+, non-Hispanic",45-59,Some college,Republican,Male,56,9,9,9,9,9,9,9,9,9,9,0,1,1,1,1,1,1,1,1,1,1,1.0,0.0,1,1,1,1,1,1,1,1,1,1
118,Q4E,"[Expand the Earned Income Tax Credit, which provides a benefit to low-income workers, to more middle-class workers.] How strongly would you oppose or favor these?",Taxes,True,10,Strongly favor,9,Very strongly favor,3,"Black, non-Hispanic",45-59,HS graduate or equivalent,Democrat,Female,56,10,10,10,10,10,10,10,10,10,10,-1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,1,1,1,1,1,1,1,1,1
143,Q4E,"[Expand the Earned Income Tax Credit, which provides a benefit to low-income workers, to more middle-class workers.] How strongly would you oppose or favor these?",Taxes,True,5,In the middle,8,Strongly favor,3,"White, non-Hispanic",30-44,HS graduate or equivalent,Independent,Male,32,6,6,7,7,6,6,6,6,6,6,3,1,1,2,2,1,1,1,1,1,1,1.2,0.42163702135578396,-2,-2,-1,-1,-2,-2,-2,-2,-2,-2
187,Q4E,"[Expand the Earned Income Tax Credit, which provides a benefit to low-income workers, to more middle-class workers.] How strongly would you oppose or favor these?",Taxes,True,5,In the middle,5,In the middle,3,"Black, non-Hispanic",30-44,BA or above,Independent,Male,44,6,6,7,7,6,6,6,7,6,7,0,1,1,2,2,1,1,1,2,1,2,1.4,0.5163977794943223,1,1,2,2,1,1,1,2,1,2
226,Q4E,"[Expand the Earned Income Tax Credit, which provides a benefit to low-income workers, to more middle-class workers.] How strongly would you oppose or favor these?",Taxes,True,9,Very strongly favor,9,Very strongly favor,3,"White, non-Hispanic",60+,Some college,Democrat,Female,74,9,9,9,9,9,9,9,10,10,9,0,0,0,0,0,0,0,0,1,1,0,0.2,0.42163702135578396,0,0,0,0,0,0,0,1,1,0
282,Q4E,"[Expand the Earned Income Tax Credit, which provides a benefit to low-income workers, to more middle-class workers.] How strongly would you oppose or favor these?",Taxes,True,6,Slightly favor,6,Slightly favor,3,Hispanic,30-44,Some college,Democrat,Female,36,7,7,8,7,7,7,8,7,7,7,0,1,1,2,1,1,1,2,1,1,1,1.2,0.42163702135578396,1,1,2,1,1,1,2,1,1,1
302,Q4E,"[Expand the Earned Income Tax Credit, which provides a benefit to low-income workers, to more middle-class workers.] How strongly would you oppose or favor these?",Taxes,True,10,Strongly favor,6,Slightly favor,3,Hispanic,18-29,HS graduate or equivalent,Democrat,Female,27,10,10,9,10,9,10,9,10,10,10,-4,0,0,-1,0,-1,0,-1,0,0,0,-0.3,0.4830458915396479,4,4,3,4,3,4,3,4,4,4
314,Q4E,"[Expand the Earned Income Tax Credit, which provides a benefit to low-income workers, to more middle-class workers.] How strongly would you oppose or favor these?",Taxes,True,5,In the middle,8,Strongly favor,3,"White, non-Hispanic",60+,BA or above,Independent,Female,65,6,6,7,7,6,6,6,7,7,7,3,1,1,2,2,1,1,1,2,2,2,1.5,0.5270462766947299,-2,-2,-1,-1,-2,-2,-2,-1,-1,-1
363,Q4E,"[Expand the Earned Income Tax Credit, which provides a benefit to low-income workers, to more middle-class workers.] How strongly would you oppose or favor these?",Taxes,True,10,Strongly favor,10,Strongly favor,3,"White, non-Hispanic",60+,BA or above,Democrat,Female,73,10,10,9,10,10,10,10,10,10,10,0,0,0,-1,0,0,0,0,0,0,0,-0.1,0.31622776601683794,0,0,-1,0,0,0,0,0,0,0
395,Q4E,"[Expand the Earned Income Tax Credit, which provides a benefit to low-income workers, to more middle-class workers.] How strongly would you oppose or favor these?",Taxes,True,9,Very strongly favor,9,Very strongly favor,3,Hispanic,30-44,Some college,Republican,Male,43,8,9,8,9,9,9,9,10,10,9,0,-1,0,-1,0,0,0,0,1,1,0,0.0,0.6666666666666666,-1,0,-1,0,0,0,0,1,1,0
400,Q4E,"[Expand the Earned Income Tax Credit, which provides a benefit to low-income workers, to more middle-class workers.] How strongly would you oppose or favor these?",Taxes,True,10,Strongly favor,10,Strongly favor,3,"White, non-Hispanic",45-59,BA or above,Republican,Male,58,9,10,9,9,9,9,9,10,10,10,0,-1,0,-1,-1,-1,-1,-1,0,0,0,-0.6,0.5163977794943222,-1,0,-1,-1,-1,-1,-1,0,0,0
77,Q4F,[Lower the corporate tax rate from 21% to 15%.] How strongly would you oppose or favor these?,Taxes,True,9,Very strongly favor,8,Strongly favor,3,"White, non-Hispanic",45-59,BA or above,Republican,Male,45,8,8,8,9,9,8,9,8,8,8,-1,-1,-1,-1,0,0,-1,0,-1,-1,-1,-0.7,0.48304589153964794,0,0,0,1,1,0,1,0,0,0
94,Q4F,[Lower the corporate tax rate from 21% to 15%.] How strongly would you oppose or favor these?,Taxes,True,10,Strongly favor,3,Moderately oppose,3,"Black, non-Hispanic",30-44,Some college,Democrat,Female,32,9,9,9,9,9,9,9,9,9,9,-7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,0.0,6,6,6,6,6,6,6,6,6,6
98,Q4F,[Lower the corporate tax rate from 21% to 15%.] How strongly would you oppose or favor these?,Taxes,True,5,In the middle,0,Extremely oppose,3,"Black, non-Hispanic",30-44,No HS diploma,Independent,Female,44,6,6,6,6,6,6,6,6,6,6,-5,1,1,1,1,1,1,1,1,1,1,1.0,0.0,6,6,6,6,6,6,6,6,6,6
99,Q4F,[Lower the corporate tax rate from 21% to 15%.] How strongly would you oppose or favor these?,Taxes,True,2,Strongly oppose,4,Slightly oppose,3,"2+, non-Hispanic",45-59,Some college,Republican,Male,56,2,1,3,1,1,2,2,2,3,2,2,0,-1,1,-1,-1,0,0,0,1,0,-0.1,0.7378647873726218,-2,-3,-1,-3,-3,-2,-2,-2,-1,-2
118,Q4F,[Lower the corporate tax rate from 21% to 15%.] How strongly would you oppose or favor these?,Taxes,True,8,Strongly favor,5,In the middle,3,"Black, non-Hispanic",45-59,HS graduate or equivalent,Democrat,Female,56,8,8,8,8,9,9,9,9,7,9,-3,0,0,0,0,1,1,1,1,-1,1,0.4,0.699205898780101,3,3,3,3,4,4,4,4,2,4
143,Q4F,[Lower the corporate tax rate from 21% to 15%.] How strongly would you oppose or favor these?,Taxes,True,6,Slightly favor,5,In the middle,3,"White, non-Hispanic",30-44,HS graduate or equivalent,Independent,Male,32,7,7,7,7,7,7,7,7,7,7,-1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,2,2,2,2,2,2,2,2,2,2
187,Q4F,[Lower the corporate tax rate from 21% to 15%.] How strongly would you oppose or favor these?,Taxes,True,5,In the middle,5,In the middle,3,"Black, non-Hispanic",30-44,BA or above,Independent,Male,44,6,6,6,6,6,6,6,6,6,6,0,1,1,1,1,1,1,1,1,1,1,1.0,0.0,1,1,1,1,1,1,1,1,1,1
226,Q4F,[Lower the corporate tax rate from 21% to 15%.] How strongly would you oppose or favor these?,Taxes,True,7,Moderately favor,2,Strongly oppose,3,"White, non-Hispanic",60+,Some college,Democrat,Female,74,6,8,8,8,8,6,6,6,6,6,-5,-1,1,1,1,1,-1,-1,-1,-1,-1,-0.2,1.0327955589886446,4,6,6,6,6,4,4,4,4,4
282,Q4F,[Lower the corporate tax rate from 21% to 15%.] How strongly would you oppose or favor these?,Taxes,True,4,Slightly oppose,7,Moderately favor,3,Hispanic,30-44,Some college,Democrat,Female,36,5,5,3,3,3,3,5,5,3,3,3,1,1,-1,-1,-1,-1,1,1,-1,-1,-0.2,1.0327955589886446,-2,-2,-4,-4,-4,-4,-2,-2,-4,-4
302,Q4F,[Lower the corporate tax rate from 21% to 15%.] How strongly would you oppose or favor these?,Taxes,True,1,Very strongly oppose,2,Strongly oppose,3,Hispanic,18-29,HS graduate or equivalent,Democrat,Female,27,1,0,1,1,1,0,1,1,1,1,1,0,-1,0,0,0,-1,0,0,0,0,-0.2,0.42163702135578396,-1,-2,-1,-1,-1,-2,-1,-1,-1,-1
314,Q4F,[Lower the corporate tax rate from 21% to 15%.] How strongly would you oppose or favor these?,Taxes,True,0,Extremely oppose,0,Extremely oppose,3,"White, non-Hispanic",60+,BA or above,Independent,Female,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
363,Q4F,[Lower the corporate tax rate from 21% to 15%.] How strongly would you oppose or favor these?,Taxes,True,0,Extremely oppose,1,Very strongly oppose,3,"White, non-Hispanic",60+,BA or above,Democrat,Female,73,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
395,Q4F,[Lower the corporate tax rate from 21% to 15%.] How strongly would you oppose or favor these?,Taxes,True,9,Very strongly favor,9,Very strongly favor,3,Hispanic,30-44,Some college,Republican,Male,43,8,8,8,8,8,8,9,8,8,8,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-0.9,0.31622776601683794,-1,-1,-1,-1,-1,-1,0,-1,-1,-1
400,Q4F,[Lower the corporate tax rate from 21% to 15%.] How strongly would you oppose or favor these?,Taxes,True,5,In the middle,2,Strongly oppose,3,"White, non-Hispanic",45-59,BA or above,Republican,Male,58,7,6,7,7,6,6,6,6,7,7,-3,2,1,2,2,1,1,1,1,2,2,1.5,0.5270462766947299,5,4,5,5,4,4,4,4,5,5
77,Q4G,[Increase federal minimum wage from $7.25/hr. to $15/hr.] How strongly would you oppose or favor these?,Taxes,True,0,Extremely oppose,0,Extremely oppose,3,"White, non-Hispanic",45-59,BA or above,Republican,Male,45,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.2,0.6324555320336759,0,0,2,0,0,0,0,0,0,0
94,Q4G,[Increase federal minimum wage from $7.25/hr. to $15/hr.] How strongly would you oppose or favor these?,Taxes,True,10,Strongly favor,5,In the middle,3,"Black, non-Hispanic",30-44,Some college,Democrat,Female,32,10,10,10,10,10,10,9,10,10,10,-5,0,0,0,0,0,0,-1,0,0,0,-0.1,0.31622776601683794,5,5,5,5,5,5,4,5,5,5
98,Q4G,[Increase federal minimum wage from $7.25/hr. to $15/hr.] How strongly would you oppose or favor these?,Taxes,True,5,In the middle,7,Moderately favor,3,"Black, non-Hispanic",30-44,No HS diploma,Independent,Female,44,6,6,7,7,6,6,6,6,6,6,2,1,1,2,2,1,1,1,1,1,1,1.2,0.42163702135578396,-1,-1,0,0,-1,-1,-1,-1,-1,-1
99,Q4G,[Increase federal minimum wage from $7.25/hr. to $15/hr.] How strongly would you oppose or favor these?,Taxes,True,7,Moderately favor,2,Strongly oppose,3,"2+, non-Hispanic",45-59,Some college,Republican,Male,56,8,8,8,8,8,8,8,8,8,8,-5,1,1,1,1,1,1,1,1,1,1,1.0,0.0,6,6,6,6,6,6,6,6,6,6
118,Q4G,[Increase federal minimum wage from $7.25/hr. to $15/hr.] How strongly would you oppose or favor these?,Taxes,True,10,Strongly favor,8,Strongly favor,3,"Black, non-Hispanic",45-59,HS graduate or equivalent,Democrat,Female,56,10,10,10,10,10,10,9,10,10,10,-2,0,0,0,0,0,0,-1,0,0,0,-0.1,0.31622776601683794,2,2,2,2,2,2,1,2,2,2
143,Q4G,[Increase federal minimum wage from $7.25/hr. to $15/hr.] How strongly would you oppose or favor these?,Taxes,True,10,Strongly favor,7,Moderately favor,3,"White, non-Hispanic",30-44,HS graduate or equivalent,Independent,Male,32,10,10,9,10,9,10,9,10,10,10,-3,0,0,-1,0,-1,0,-1,0,0,0,-0.3,0.4830458915396479,3,3,2,3,2,3,2,3,3,3
187,Q4G,[Increase federal minimum wage from $7.25/hr. to $15/hr.] How strongly would you oppose or favor these?,Taxes,True,10,Strongly favor,5,In the middle,3,"Black, non-Hispanic",30-44,BA or above,Independent,Male,44,10,10,10,10,10,10,9,10,10,10,-5,0,0,0,0,0,0,-1,0,0,0,-0.1,0.31622776601683794,5,5,5,5,5,5,4,5,5,5
226,Q4G,[Increase federal minimum wage from $7.25/hr. to $15/hr.] How strongly would you oppose or favor these?,Taxes,True,8,Strongly favor,7,Moderately favor,3,"White, non-Hispanic",60+,Some college,Democrat,Female,74,8,8,8,9,9,9,9,9,8,9,-1,0,0,0,1,1,1,1,1,0,1,0.6,0.5163977794943223,1,1,1,2,2,2,2,2,1,2
282,Q4G,[Increase federal minimum wage from $7.25/hr. to $15/hr.] How strongly would you oppose or favor these?,Taxes,True,10,Strongly favor,8,Strongly favor,3,Hispanic,30-44,Some college,Democrat,Female,36,10,10,10,10,10,10,10,10,10,10,-2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2,2,2,2,2,2,2,2,2,2
302,Q4G,[Increase federal minimum wage from $7.25/hr. to $15/hr.] How strongly would you oppose or favor these?,Taxes,True,5,In the middle,4,Slightly oppose,3,Hispanic,18-29,HS graduate or equivalent,Democrat,Female,27,6,6,8,7,6,6,6,8,7,6,-1,1,1,3,2,1,1,1,3,2,1,1.6,0.8432740427115679,2,2,4,3,2,2,2,4,3,2
314,Q4G,[Increase federal minimum wage from $7.25/hr. to $15/hr.] How strongly would you oppose or favor these?,Taxes,True,8,Strongly favor,7,Moderately favor,3,"White, non-Hispanic",60+,BA or above,Independent,Female,65,8,8,9,9,9,9,9,9,8,9,-1,0,0,1,1,1,1,1,1,0,1,0.7,0.48304589153964794,1,1,2,2,2,2,2,2,1,2
363,Q4G,[Increase federal minimum wage from $7.25/hr. to $15/hr.] How strongly would you oppose or favor these?,Taxes,True,8,Strongly favor,7,Moderately favor,3,"White, non-Hispanic",60+,BA or above,Democrat,Female,73,8,8,8,9,9,9,9,9,8,9,-1,0,0,0,1,1,1,1,1,0,1,0.6,0.5163977794943223,1,1,1,2,2,2,2,2,1,2
395,Q4G,[Increase federal minimum wage from $7.25/hr. to $15/hr.] How strongly would you oppose or favor these?,Taxes,True,6,Slightly favor,3,Moderately oppose,3,Hispanic,30-44,Some college,Republican,Male,43,7,7,7,7,7,7,7,7,7,7,-3,1,1,1,1,1,1,1,1,1,1,1.0,0.0,4,4,4,4,4,4,4,4,4,4
400,Q4G,[Increase federal minimum wage from $7.25/hr. to $15/hr.] How strongly would you oppose or favor these?,Taxes,True,5,In the middle,6,Slightly favor,3,"White, non-Hispanic",45-59,BA or above,Republican,Male,58,6,6,7,7,6,6,6,6,6,6,1,1,1,2,2,1,1,1,1,1,1,1.2,0.42163702135578396,0,0,1,1,0,0,0,0,0,0
77,Q4H,[The government should cover the cost of college tuition at public universities for all students who could not otherwise afford it.] How strongly would you oppose or favor these?,Taxes,True,3,Moderately oppose,1,Very strongly oppose,3,"White, non-Hispanic",45-59,BA or above,Republican,Male,45,2,2,2,4,4,2,2,2,2,2,-2,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-0.6,0.8432740427115679,1,1,1,3,3,1,1,1,1,1
94,Q4H,[The government should cover the cost of college tuition at public universities for all students who could not otherwise afford it.] How strongly would you oppose or favor these?,Taxes,True,10,Strongly favor,10,Strongly favor,3,"Black, non-Hispanic",30-44,Some college,Democrat,Female,32,10,9,9,10,9,10,9,10,10,10,0,0,-1,-1,0,-1,0,-1,0,0,0,-0.4,0.5163977794943223,0,-1,-1,0,-1,0,-1,0,0,0
